CITY;STATE;CAPITAL;IBGE_RES_POP;IBGE_RES_POP_BRAS;IBGE_RES_POP_ESTR;IBGE_DU;IBGE_DU_URBAN;IBGE_DU_RURAL;IBGE_POP;IBGE_1;IBGE_1-4;IBGE_5-9;IBGE_10-14;IBGE_15-59;IBGE_60+;IBGE_PLANTED_AREA;IBGE_CROP_PRODUCTION_$;IDHM Ranking 2010;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;LONG;LAT;ALT;PAY_TV;FIXED_PHONES;AREA;REGIAO_TUR;CATEGORIA_TUR;ESTIMATED_POP;RURAL_URBAN;GVA_AGROPEC;GVA_INDUSTRY;GVA_SERVICES;GVA_PUBLIC; GVA_TOTAL ;TAXES;GDP;POP_GDP;GDP_CAPITA;GVA_MAIN;MUN_EXPENDIT;COMP_TOT;COMP_A;COMP_B;COMP_C;COMP_D;COMP_E;COMP_F;COMP_G;COMP_H;COMP_I;COMP_J;COMP_K;COMP_L;COMP_M;COMP_N;COMP_O;COMP_P;COMP_Q;COMP_R;COMP_S;COMP_T;COMP_U;HOTELS;BEDS;Pr_Agencies;Pu_Agencies;Pr_Bank;Pu_Bank;Pr_Assets;Pu_Assets;Cars;Motorcycles;Wheeled_tractor;UBER;MAC;WAL-MART;POST_OFFICES
Ipuiúna;MG;0;9521;9517;4;3023;2375;648;7382;75;361;503;570;4990;883;650;19329;2308;0.69;0.723;0.866;0.516;-46.19082923;-22.09952051;1149.99;409;275;298.20;;;10039;Rural Adjacente;45.8;10734.6;63.82;39053.16;159405.22;8.76;168166.99;10082;16679.92;Demais serviços;18482178;317;4;0;28;0;0;13;184;11;26;5;1;0;5;6;2;6;8;3;15;0;0;;;0;1;0;1;0;104946052;3597;945;0;;;;1
Ipumirim;SC;0;7220;7192;28;2236;1022;1214;3159;34;116;198;237;2189;385;2245;7900;834;0.738;0.747;0.853;0.631;-52.14054087;-27.06832636;585.25;202;1377;247.88;;;7565;Rural Adjacente;70191.74;92541.65;81394.81;35.3;279423.58;30424.9;309848.48;7530;41148.54;Indústrias de transformação;26176151;385;9;0;21;1;2;9;98;65;12;1;1;7;13;8;3;13;10;17;95;0;0;;;0;1;0;1;0;114888773;2778;1189;3;;;;1
Ipupiara;BA;0;9285;9285;0;2736;1778;958;5969;93;349;462;518;3637;910;1236;1828;4412;0.59;0.558;0.736;0.499;-42.61068885;-11.8288274;738.23;287;184;1,055.76;;;9817;Rural Remoto;3591.96;5881.69;29803.51;31012.25;70.29;3835.26;74124.67;10107;7333.99;Administração, defesa, educação e saúde públicas e seguridade social;22528022;161;0;0;4;0;0;3;94;0;1;1;0;1;3;1;6;17;5;2;23;0;0;;;1;1;1;1;54561269;33412738;634;1086;0;;;;2
Iracema;CE;0;13722;13722;0;3992;2908;1084;9797;131;586;828;857;5961;1434;1752;601;3077;0.652;0.597;0.733;0.632;-38.30466166;-5.809842553;127.03;43;186;821.25;;;14227;Rural Adjacente;18999.57;4.24;42282.98;53085.21;118604.51;5973.09;124577.6;14098;8836.54;Administração, defesa, educação e saúde públicas e seguridade social;34807278;210;1;0;8;0;0;5;126;2;1;1;0;3;3;3;6;18;5;3;25;0;0;;;0;1;0;1;0;49360909;848;4044;0;;;;3
Iracema;RR;0;8696;8666;30;1874;1059;815;4075;94;323;437;506;2471;244;1257;11475;4607;0.58;0.56;0.81;0.434;-61.05225859;2.168214765;80.64;151;330;14,351.13;;;11600;Rural Adjacente;17094.88;4214.12;15513.4;98537.77;135360.17;1810.58;137170.74;10592;12950.41;Administração, defesa, educação e saúde públicas e seguridade social;;50;2;0;0;0;0;2;37;1;0;0;0;0;0;1;4;0;0;0;3;0;0;;;;;;;;;279;646;0;;;;1
Iracema Do Oeste;PR;0;2578;2578;0;854;676;178;1997;19;98;145;158;1255;322;13590;43942;1705;0.71;0.672;0.836;0.63;-53.35811056;-24.42903042;498.67;47;112;81.54;Riquezas Do Oeste;E;2325;Rural Adjacente;32.31;3024.58;22044.35;13.78;71159.55;4475.28;75634.84;2487;30412.08;Agricultura, inclusive apoio à agricultura e a pós colheita;11988713;47;2;0;5;0;0;1;27;2;1;1;0;0;0;2;2;1;1;0;2;0;0;;;;;;;;;792;381;0;;;;1
Iracemápolis;SP;0;20029;20029;0;5948;5840;108;19489;258;1013;1336;1475;13411;1996;8834;51727;168;0.78;0.742;0.863;0.729;-47.52224663;-22.58303693;612.85;1978;3814;115.12;;;23846;Urbano;25998.37;182531.24;276474.39;84.98;569.98;593.39;1163372.96;22914;50771.27;Demais serviços;64664576;809;26;0;136;0;5;28;281;120;37;15;9;7;35;36;2;18;18;7;29;0;0;;;2;3;2;2;142824188;1187881763;9108;2961;1;;;;1
Iraceminha;SC;0;4253;4253;0;1288;476;812;1465;18;75;126;143;897;206;5815;21575;1246;0.722;0.71;0.845;0.628;-53.27605779;-26.82406503;439.7;71;198;163.90;Caminhos Da Fronteira;E;4015;Rural Adjacente;41010.7;5458.53;26444.18;20098.76;93012.16;4030.89;97043.05;4103;23651.73;Pecuária, inclusive apoio à pecuária;14270757;192;0;0;14;0;0;6;44;22;5;0;0;0;5;3;2;6;1;29;55;0;0;;;;;;;;;1487;564;0;;;;2
Iraí;RS;0;8078;8069;9;2503;1545;958;4338;57;177;310;354;2665;775;12360;43538;2177;0.691;0.684;0.819;0.59;-53.26429602;-27.19228198;229.5;183;472;181.58;Rota Águas E Pedras;D;7344;Rural Adjacente;44945.9;10305.47;60.14;31935.3;147325.1;8.83;156152.48;7969;19594.99;Demais serviços;17593050;188;1;0;17;0;0;7;96;22;11;2;0;0;9;2;1;5;6;1;8;0;0;3;270;0;2;0;2;0;95860074;2447;1110;1;;;;1
Iraí De Minas;MG;0;6467;6467;0;2017;1574;443;5152;80;340;388;465;3409;470;6265;34187;2064;0.695;0.705;0.847;0.563;-47.46299142;-18.98185835;958.93;88;309;356.26;;;6944;Intermediário Adjacente;58.38;42954.58;66347.87;28648.75;196332.51;17541.69;213874.19;6929;30866.53;Demais serviços;18553499;184;7;2;4;0;1;4;81;25;6;4;1;2;10;8;2;3;9;1;14;0;0;;;0;1;0;1;0;119608679;2034;826;0;;;;2
Irajuba;BA;0;7002;7002;0;2115;1008;1107;3273;39;224;300;366;1907;437;699;3189;4723;0.58;0.544;0.776;0.453;-40.0838518;-13.25661015;560.92;93;125;459.05;Caminhos Do Jiquiriçá;E;7243;Rural Adjacente;6.61;2777.83;17464.37;26731.15;53580.07;3710.33;57290.39;7497;7641.78;Administração, defesa, educação e saúde públicas e seguridade social;18677713;47;1;0;1;0;0;1;36;0;2;1;0;0;0;1;2;1;0;1;0;0;0;;;;;;;;;430;437;0;;;;1
Iramaia;BA;0;11990;11990;0;3243;1527;1716;5392;103;350;496;569;3221;653;1067;2399;4839;0.57;0.543;0.74;0.463;-40.96958248;-13.29365119;593.22;20;258;1,708.12;;;8893;Rural Adjacente;12386.83;3371.62;21331.86;38044.71;75.14;2902.13;78037.14;10184;7662.72;Administração, defesa, educação e saúde públicas e seguridade social;27837085;72;0;0;1;0;0;0;49;3;0;1;0;0;0;1;2;1;2;2;10;0;0;;;;;;;;;434;563;0;;;;2
Iranduba;AM;0;40781;40743;38;9824;6830;2994;28879;687;2807;3671;3582;16299;1833;1764;44460;3861;0.613;0.607;0.799;0.476;-60.19338817;-3.281053878;43.22;2846;111;2,216.82;Polo Amazônico;D;47571;Intermediário Adjacente;190314.67;61659.02;160357.99;191385.05;603.72;32297.31;636.01;46703;13618.27;Administração, defesa, educação e saúde públicas e seguridade social;89870160;253;4;0;37;1;1;10;88;12;10;1;0;7;7;8;4;39;4;1;19;0;0;2;245;1;2;1;2;26244990;129874430;1703;3207;1;;;;6
Irani;SC;0;9531;9517;14;2896;1991;905;6503;85;394;526;630;4262;606;4540;16272;727;0.742;0.715;0.847;0.675;-51.90410792;-27.01618669;1051.35;433;557;325.63;Vale Do Contestado;D;10339;Rural Adjacente;45751.05;15289.35;77.37;42986.65;181392.55;14941.74;196334.28;10202;19244.69;Demais serviços;21909859;334;9;0;38;0;0;14;126;66;21;2;1;1;8;15;2;5;10;4;12;0;0;;;0;1;0;1;0;54812411;4065;797;4;;;;1
Irapuã;SP;0;7275;7270;5;2255;2016;239;6397;75;366;403;480;4256;817;15655;135286;1535;0.713;0.688;0.844;0.624;-49.40815178;-21.27643718;433.35;449;489;257.61;Coração Do Tietê;E;7937;Intermediário Adjacente;60210.49;9614.66;43607.56;29.24;142672.4;3.15;145822.01;7827;18630.64;Agricultura, inclusive apoio à agricultura e a pós colheita;17752856;291;67;0;15;0;0;6;112;19;16;2;0;1;6;15;2;5;6;4;15;0;0;;;0;1;0;1;0;33571904;2389;568;0;;;;1
Irapuru;SP;0;7789;7768;21;2221;1903;318;5484;63;242;337;415;3396;1031;4961;21273;1558;0.71;0.691;0.839;0.622;-51.35017273;-21.56747624;426.74;199;828;214.46;;;8261;Rural Adjacente;16885.81;2543.71;34.1;27306.73;80.84;3188.81;84026.44;8217;10225.93;Demais serviços;16432554;254;107;0;3;0;0;3;84;15;11;2;2;0;2;5;2;2;2;2;12;0;0;;;2;0;2;0;97414462;0;2079;478;0;;;;1
Iraquara;BA;0;22601;22601;0;6123;1968;4155;6746;121;446;661;719;4128;671;5634;27193;4171;0.599;0.548;0.749;0.523;-41.61795886;-12.24350102;722.1;654;374;991.82;Chapada Diamantina;D;24942;Rural Adjacente;31956.38;106809.13;91245.52;75378.76;305389.79;25773.7;331.16;25279;13100.34;Indústrias de transformação;;205;2;0;3;0;0;1;77;4;7;3;1;0;4;8;2;23;6;4;60;0;0;1;50;1;2;1;2;14490678;124239090;2009;1352;0;;;;2
Irará;BA;0;27466;27466;0;7821;3382;4439;11161;157;684;915;1025;7121;1259;10795;12219;3709;0.62;0.587;0.809;0.501;-38.77165078;-12.03370396;245.99;161;557;267.88;Caminhos Do Sertão;D;28892;Rural Adjacente;19616.48;13171.57;91121.06;100.43;224341.37;15924.42;240265.79;29723;8083.5;Administração, defesa, educação e saúde públicas e seguridade social;60601959;210;2;1;15;0;0;6;140;5;3;3;1;0;2;8;2;8;7;2;5;0;0;;;1;2;1;2;56451627;131966653;2606;3307;0;;;;2
Irati;PR;0;56207;56182;25;17656;14191;3465;42693;624;2348;3117;3668;28203;4733;69158;338890;1133;0.726;0.715;0.835;0.64;-50.65804812;-25.4737363;824.84;1635;6746;999.52;Terra Dos Pinheirais;C;60357;Urbano;254335.83;208348.3;706911.79;232771.08;1402366.99;171900.47;1574267.46;60070;26207.22;Demais serviços;111256698;1670;23;2;177;0;5;68;741;94;82;29;13;17;70;46;3;78;105;29;88;0;0;;;2;2;2;2;276620340;1009421035;22865;6551;5;;;;4
Irati;SC;0;2096;2096;0;662;150;512;449;5;26;34;31;297;56;1254;4486;1719;0.71;0.694;0.836;0.609;-52.89501136;-26.65722694;433.91;54;74;78.04;Vale Das Águas;E;1952;Rural Adjacente;12985.25;2677.73;9271.05;12678.43;37612.45;1708.31;39320.76;2004;19621.14;Administração, defesa, educação e saúde públicas e seguridade social;11213372;47;0;0;6;0;1;1;20;13;1;0;0;0;0;1;2;2;0;0;0;0;0;;;;;;;;;681;435;0;;;;1
Irauçuba;CE;0;22324;22324;0;5599;3713;1886;14306;245;1092;1401;1666;8379;1523;11057;3251;4036;0.605;0.526;0.755;0.557;-39.79223812;-3.745418802;151.03;644;177;1,461.25;;;24003;Rural Adjacente;15074.2;17493.82;42.83;76851.07;152248.94;8279.37;160.53;23704;6772.2;Administração, defesa, educação e saúde públicas e seguridade social;46270386;219;0;1;18;0;0;7;146;4;8;3;0;0;3;6;3;5;5;3;7;0;0;;;;;;;;;974;3463;0;;;;4
Irecê;BA;0;66181;66181;0;19667;18132;1535;60828;913;3983;5305;5928;39713;4986;2095;2805;2167;0.691;0.661;0.776;0.643;-41.85886048;-11.30337962;725.19;1764;3357;319.17;;;72386;Urbano;25884.59;85569.09;587331.6;204659.48;903444.76;112.84;1016283.46;73915;13749.35;Demais serviços;134268923;1902;6;3;109;0;3;38;1131;30;79;29;5;7;70;59;3;43;161;22;104;0;0;;;2;3;2;3;210118525;8091899483;12310;14090;0;;;;3
Iretama;PR;0;10622;10606;16;3466;2072;1394;6140;67;322;512;603;3730;906;16649;48663;2782;0.665;0.696;0.811;0.521;-52.10157662;-24.42114156;565.88;250;520;570.46;Entre Matas, Morros E Rios;C;10241;Rural Adjacente;68699.45;8218.62;88916.52;45872.5;211707.09;14621.99;226329.08;10648;21255.55;Demais serviços;26183353;191;7;0;8;0;0;4;88;12;9;1;0;0;6;10;8;9;7;4;18;0;0;;;1;1;1;1;31929856;67977739;2898;1614;0;;;;2
Irineópolis;SC;0;10448;10448;0;3150;1125;2025;3500;59;221;298;356;2185;381;22877;206558;1944;0.7;0.72;0.836;0.567;-50.80390005;-26.23661294;752.58;224;526;589.70;Vale Do Contestado;D;11155;Rural Adjacente;158.74;18322.74;86824.14;48456.06;312343.04;12844.35;325.19;11061;29399.46;Agricultura, inclusive apoio à agricultura e a pós colheita;26450396;186;7;2;15;0;0;5;86;10;11;2;1;1;5;2;7;2;6;3;21;0;0;;;0;1;0;1;0;100374202;3451;1593;6;;;;2
Irituia;PA;0;31364;31360;4;7503;1704;5799;6520;127;512;700;707;3835;639;3851;17449;5071;0.56;0.536;0.763;0.427;-47.44075561;-1.771474995;17.25;361;88;1,379.36;Amazônia Atlântica;D;32504;Rural Adjacente;46908.37;8.76;52641.03;101715.62;210022.45;9133.29;219155.74;31664;6921.29;Administração, defesa, educação e saúde públicas e seguridade social;;139;2;1;15;0;0;2;40;0;3;1;0;0;2;1;2;47;1;1;21;0;0;;;0;1;0;1;0;28315781;688;1821;0;;;;1
Irupi;ES;0;11723;11723;0;3669;1525;2144;6955;108;395;590;675;4426;761;11873;66173;3369;0.637;0.658;0.798;0.493;-41.64752786;-20.34859704;749.72;458;179;184.81;Caparaó;D;13226;Rural Adjacente;74112.95;11001.69;78893.52;55871.04;219879.19;13506.95;233.39;13240;17627.35;Agricultura, inclusive apoio à agricultura e a pós colheita;32054599;253;1;4;18;0;0;3;125;15;12;2;0;0;12;6;2;13;8;4;28;0;0;;;0;1;0;1;0;18914831;3024;2816;6;;;;2
Isaías Coelho;PI;0;8221;8221;0;2198;509;1689;1864;29;118;125;204;1172;216;5010;427;4604;0.58;0.628;0.767;0.41;-41.67944808;-7.734310697;252.63;35;61;787.68;;;8551;Rural Adjacente;4187.54;1525.54;10569.85;30944.36;47227.29;2318.8;49.55;8424;5881.54;Administração, defesa, educação e saúde públicas e seguridade social;16579889;60;0;0;0;0;0;0;35;0;0;0;0;0;0;0;2;17;1;0;5;0;0;;;;;;;;;153;588;0;;;;1
Israelândia;GO;0;2887;2887;0;1017;784;233;2230;18;86;142;177;1475;332;848;2623;1576;0.711;0.664;0.831;0.652;-50.90343971;-16.31280124;393.47;70;114;577.48;;;2815;Rural Adjacente;15.16;2279.01;12235.34;13286.58;42961.72;2673.82;45635.53;2916;15650.05;Administração, defesa, educação e saúde públicas e seguridade social;12577675;56;1;7;6;0;0;1;24;4;1;0;0;0;1;4;2;1;0;0;4;0;0;;;;;;;;;458;382;0;;;;1
Itá;SC;0;6426;6416;10;2102;1342;760;3893;48;198;307;331;2560;449;1165;3989;223;0.77;0.747;0.879;0.698;-52.32918252;-27.28177872;420.79;264;762;166.35;Vale Do Contestado;C;6209;Rural Adjacente;38469.28;47.89;77051.19;37375.6;200787.76;19.53;220314.06;6311;34909.53;Demais serviços;35539888;291;4;1;27;5;1;16;77;31;26;6;3;8;27;17;2;6;13;6;15;0;0;1;420;0;1;0;1;0;63606426;2625;1029;1;;;;1
Itaara;RS;0;5010;5010;0;1663;1302;361;3962;52;208;282;342;2559;519;4173;16534;366;0.76;0.761;0.841;0.687;-53.75784925;-29.60288795;437.05;390;424;172.80;Central;E;5459;Urbano;13687.92;13507.86;29159.73;25896.43;82.25;4998.92;87.25;5357;16287.26;Administração, defesa, educação e saúde públicas e seguridade social;15093249;125;1;2;19;0;0;8;47;6;10;1;3;0;4;3;2;2;5;4;8;0;0;;;;;;;;;1754;474;19;;;;1
Itabaiana;SE;0;86967;86967;0;26029;20469;5560;65266;990;4074;5407;6344;42660;5791;2163;28029;3261;0.642;0.645;0.801;0.513;-37.42686094;-10.68571604;191.89;1458;2929;337.30;Polo Das Serras Sergipanas;C;94696;Urbano;126027.71;133128.37;808.74;371619.84;1439511.15;189760.61;1629271.75;94393;17260.51;Demais serviços;133979059;1915;5;10;228;0;1;50;1005;77;102;18;16;25;68;72;5;42;76;29;86;0;0;;;1;5;1;4;128848881;1740265552;13838;32331;1;;;;1
Itabaiana;PB;0;24481;24481;0;7470;6115;1355;19710;278;1074;1544;1734;12319;2761;2236;3967;3857;0.613;0.592;0.727;0.536;-35.33753339;-7.3309315;46.01;215;540;218.92;Vale Do Paraíba;D;24537;Urbano;16928.24;13492.38;107113.28;102.5;240031.05;18615.49;258646.54;24519;10548.82;Administração, defesa, educação e saúde públicas e seguridade social;;275;4;0;13;0;1;9;158;4;11;5;1;9;8;7;3;11;4;6;21;0;0;;;1;2;1;2;13235435;362593235;2332;3614;0;;;;3
Itabaianinha;SE;0;38910;38910;0;10456;5385;5071;15301;240;1072;1455;1526;9633;1375;7651;28396;5122;0.556;0.555;0.761;0.407;-37.78741114;-11.27678544;211.92;946;387;493.47;Polo Sertão Das Águas;D;41684;Rural Adjacente;39313.91;30192.49;130472.57;184020.63;383999.6;24669.16;408668.76;41686;9803.5;Administração, defesa, educação e saúde públicas e seguridade social;75056934;381;3;1;92;0;1;5;138;5;7;3;2;0;7;6;5;46;7;4;49;0;0;;;1;3;1;3;23334668;285824634;2760;6154;0;;;;1
Itabela;BA;0;28390;28374;16;7992;5960;2032;21160;409;1603;2185;2413;12826;1724;7288;71116;4186;0.599;0.614;0.751;0.465;-39.55323778;-16.57583606;156.01;697;711;924.93;;;30413;Urbano;78037.71;23399.56;109045.84;102338.47;312821.58;18251.25;331072.83;31244;10596.36;Administração, defesa, educação e saúde públicas e seguridade social;;346;5;1;29;0;3;9;216;5;12;5;0;2;9;11;3;12;5;2;17;0;0;;;1;2;1;2;60300118;95039592;2405;3996;0;;;;1
Itaberá;SP;0;17858;17853;5;5532;3759;1773;12052;153;673;906;1181;7690;1449;98541;421851;2132;0.693;0.652;0.803;0.636;-49.13713329;-23.85981147;607;519;1124;1,100.25;;;17635;Intermediário Adjacente;197949.95;36177.03;246593.56;64499.02;545219.56;32974.7;578.19;17946;32218.56;Agricultura, inclusive apoio à agricultura e a pós colheita;44750858;866;488;5;16;0;0;14;181;39;28;1;5;2;6;9;2;14;20;2;34;0;0;;;2;1;2;1;265804927;100339556;4359;1880;1;;;;4
Itaberaba;BA;0;61631;61631;0;17774;14074;3700;48344;675;3129;4300;4510;30650;5080;2334;27998;3707;0.62;0.638;0.769;0.485;-40.30699492;-12.53225409;261.88;345;2635;2,386.39;;;64325;Urbano;66.53;72.69;393240.7;193855.36;726315.45;73.34;799653.18;66592;12008.25;Demais serviços;139656112;1232;17;7;67;0;3;57;610;27;63;15;3;14;61;48;10;64;62;25;79;0;0;2;186;1;3;1;3;119204047;763164026;7055;12153;0;;;;1
Itaberaí;GO;0;35371;35279;92;11267;9370;1897;29668;402;1669;2299;2535;20058;2705;37295;244831;1350;0.72;0.735;0.828;0.61;-49.80347937;-16.02113021;722.24;2507;2885;1,457.28;;;42163;Urbano;147553.14;230602.39;417057.91;154872.55;950.09;113961.92;1064047.91;40259;26430.06;Demais serviços;90723130;1100;31;2;89;0;2;51;465;193;40;12;6;9;28;29;7;35;57;11;33;0;0;;;3;2;2;2;111513780;794883475;11210;9069;1;;;;1
Itabi;SE;0;4972;4972;0;1578;929;649;2728;39;121;220;251;1698;399;730;1514;4107;0.602;0.569;0.748;0.512;-37.09964995;-10.12348959;170.96;151;90;183.42;Polo Do Velho Chico;D;4921;Rural Adjacente;8331.44;3731.39;12151.34;24273.5;48.49;2913.81;51401.48;5002;10276.19;Administração, defesa, educação e saúde públicas e seguridade social;12849486;44;0;0;2;0;0;1;22;0;3;1;0;0;2;0;4;2;0;0;7;0;0;;;0;1;0;1;0;27017173;412;854;1;;;;1
Itabira;MG;0;109783;109734;49;31737;29488;2249;101931;1354;5307;7010;8477;69353;10430;152;1080;445;0.76;0.729;0.873;0.678;-43.22395162;-19.63816949;783.41;10199;13549;1,253.70;Ouro;C;119186;Urbano;13628.74;1429804.47;1403840.79;523036.48;3370310.48;203954.01;3574264.5;118481;30167.41;Indústrias extrativas;419854680;2793;18;9;166;0;3;129;1027;89;229;45;59;40;132;292;4;113;176;53;209;0;0;2;265;6;2;4;2;766505757;1300469343;36155;13571;4;1;;;4
Itabirinha;MG;0;10692;10683;9;3259;2586;673;8320;112;497;654;756;5198;1103;177;726;3061;0.653;0.625;0.838;0.531;-41.23318272;-18.55679928;342.23;287;497;209.03;Trilhas Do Rio Doce;D;11446;Rural Adjacente;8354.89;8145.85;38371.76;41934.29;96.81;3705.54;100512.32;11434;8790.65;Administração, defesa, educação e saúde públicas e seguridade social;19841379;201;0;3;16;0;2;11;113;7;5;3;0;0;7;4;2;3;4;3;18;0;0;1;31;0;1;0;1;0;59970534;1637;2852;0;;;;2
Itabirito;MG;0;45449;45449;0;13254;12675;579;43396;577;2285;2982;3575;29316;4661;143;446;1041;0.73;0.737;0.828;0.638;-43.80214298;-20.25417651;850.13;5878;6689;542.61;Ouro;C;51281;Urbano;7988.53;1355659.14;847741.43;266509.54;2477898.65;182444.28;2660342.93;50305;52884.26;Indústrias extrativas;;1822;10;16;120;1;4;118;634;156;147;26;15;52;80;121;3;75;56;47;141;0;0;2;82;3;2;3;2;503758002;651015999;17940;6945;3;;;;2
Itaboraí;RJ;0;218008;217814;194;69454;68666;788;206137;2685;11134;15275;18983;136894;21166;125;1198;2105;0.693;0.69;0.813;0.593;-42.86034343;-22.74586302;41.12;19031;25678;430.44;Caminhos Da Mata;C;238695;Urbano;10301.28;574397.06;1892996.92;1543523.89;4021219.14;332357.27;4353576.41;230786;18864.13;Administração, defesa, educação e saúde públicas e seguridade social;362111922;2820;6;8;229;0;14;130;1186;74;207;26;13;37;89;206;3;127;97;29;339;0;0;2;270;8;3;3;2;919383173;1521130475;54157;15481;3;;1;;14
Itabuna;BA;0;204667;204514;153;63130;61630;1499;198171;2717;10664;14986;16676;131433;21695;7553;6307;1562;0.71;0.695;0.807;0.643;-39.27310895;-14.78903955;61.77;7730;23860;401.03;Costa Do Cacau;B;212740;Urbano;30087;651005.35;2123165.36;657938.14;3462195.85;397.69;3859881.3;220386;17514.19;Demais serviços;436360944;4815;19;3;267;1;15;172;2337;124;269;75;40;33;195;358;7;218;399;52;231;0;0;1;118;5;8;3;3;882292532;9182881770;35144;27170;1;1;1;1;3
Itacajá;TO;0;7104;7104;0;1700;1229;471;4258;57;286;401;469;2488;557;10140;22815;3874;0.612;0.585;0.798;0.491;-47.7681124;-8.390980552;196.48;80;265;3,051.36;Vale Dos Grandes Rios;D;7414;Rural Remoto;19159.13;2104.34;17999.7;41.3;80562.05;4624.68;85186.73;7434;11459.07;Administração, defesa, educação e saúde públicas e seguridade social;15760850;55;0;0;2;0;1;1;36;0;2;0;0;0;2;1;3;0;2;0;5;0;0;;;;;;;;;359;1563;0;;;;1
Itacambira;MG;0;4988;4988;0;1289;281;1008;1004;14;59;91;88;670;82;747;2205;3520;0.628;0.57;0.791;0.55;-43.31040219;-17.06443518;1073.14;91;24;1,788.45;Sertão Gerais;D;5353;Rural Adjacente;24610.2;1053.12;8689.8;21981.01;56.33;1.74;58077.93;5343;10869.91;Administração, defesa, educação e saúde públicas e seguridade social;12401219;70;2;4;1;0;0;0;20;2;3;0;0;0;0;0;2;6;0;0;30;0;0;;;;;;;;;87;155;0;;;;1
Itacarambi;MG;0;17720;17720;0;4353;3440;913;13771;239;944;1302;1646;8301;1339;2733;17601;3277;0.64;0.593;0.787;0.564;-44.0931858;-15.10264186;458.6;272;318;1,225.27;Velho Chico;D;18142;Urbano;18370.9;11114.4;63466.03;81.11;174061.37;9932.17;183993.54;18414;9992.05;Administração, defesa, educação e saúde públicas e seguridade social;;500;8;1;21;0;0;10;260;21;24;1;1;1;9;12;4;25;47;2;53;0;0;;;1;1;1;1;30169680;84626412;1395;3145;0;;;;1
Itacaré;BA;0;24318;24192;126;6849;3964;2885;13281;242;1113;1366;1419;8303;838;18600;37316;4588;0.583;0.594;0.807;0.413;-38.99484155;-14.27824929;10.83;1516;649;726.27;Costa Do Cacau;B;27891;Rural Adjacente;40657.5;17113.79;106543.99;89.69;254004.54;9240.01;263244.55;28013;9397.23;Demais serviços;;556;10;0;10;0;0;20;219;3;190;5;2;3;10;26;2;21;7;6;22;0;0;23;780;1;2;1;2;11747458;70521478;952;1062;0;;;;1
Itacoatiara;AM;0;86839;86779;60;19845;13375;6471;57581;1260;4975;6494;6915;33827;4110;3587;83029;3224;0.644;0.618;0.811;0.534;-58.44017544;-3.140378804;21.66;1290;737;8,891.91;Polo Uatumã;C;99955;Urbano;620768.09;182363.43;661.26;378.67;1843061.25;211768.32;2054.83;98503;20860.58;Demais serviços;;894;20;1;52;1;4;20;472;40;52;11;2;3;22;25;4;67;21;6;71;0;0;;;2;3;2;3;89452350;580513190;3138;18349;0;;;;2
Itacuruba;PE;0;4369;4369;0;1143;972;171;3707;73;287;386;366;2255;340;65;1082;4258;0.595;0.567;0.712;0.523;-38.68634169;-8.724515065;314.63;61;227;430.04;Ilhas E Lagos Do São Francisco;E;4869;Intermediário Remoto;6284.92;1923.36;13021.05;29883.95;51113.28;2050.9;53164.18;4807;11059.74;Administração, defesa, educação e saúde públicas e seguridade social;;25;3;0;0;0;0;0;10;0;0;0;0;0;0;0;3;1;0;0;8;0;0;;;;;;;;;262;319;0;;;;1
Itacurubi;RS;0;3441;3441;0;1201;408;793;1184;10;55;88;107;730;194;14469;36137;2977;0.657;0.692;0.804;0.509;-55.23272326;-28.80220503;165.8;154;83;1,120.87;;;3470;Rural Adjacente;55079.4;2.37;14833.52;20246.94;92527.83;2127.94;94655.78;3552;26648.59;Agricultura, inclusive apoio à agricultura e a pós colheita;14295638;53;0;0;3;0;0;0;21;3;2;0;1;0;0;2;2;5;0;1;13;0;0;;;0;1;0;1;0;15008939;770;354;1;;;;1
Itaeté;BA;0;14924;14918;6;4093;1779;2314;6186;101;456;624;675;3578;752;1644;2322;4811;0.57;0.536;0.719;0.485;-40.96341877;-12.98203399;307.21;374;293;1,331.82;;;15999;Rural Adjacente;8734.64;3.87;23150.66;48.09;83.85;3454.05;87300.13;16519;5284.83;Administração, defesa, educação e saúde públicas e seguridade social;;75;2;0;1;0;0;0;54;1;5;0;0;0;0;3;2;4;1;0;2;0;0;1;30;;;;;;;702;1258;0;;;;1
Itagi;BA;0;13051;13051;0;3706;2896;810;10202;146;603;913;1103;6023;1414;5751;12594;5291;0.54;0.543;0.694;0.426;-40.01362499;-14.16179372;238.43;42;171;310.62;;;12462;Intermediário Adjacente;22295.45;5403.06;31211.98;43.94;102.85;4544.24;107394.55;13276;8089.38;Administração, defesa, educação e saúde públicas e seguridade social;23404183;109;2;0;1;0;0;2;67;3;2;0;0;0;1;2;4;10;3;0;12;0;0;;;1;1;1;1;7264875;19036015;542;1011;0;;;;1
Itagibá;BA;0;15193;15193;0;4272;2629;1643;9519;150;555;799;814;5913;1288;3917;5345;4442;0.589;0.566;0.77;0.469;-39.84851556;-14.28651417;175.3;135;438;810.99;;;14712;Intermediário Adjacente;55170.11;29403.18;42350.6;53924.15;180848.04;6336.86;187184.89;15669;11946.19;Administração, defesa, educação e saúde públicas e seguridade social;35584597;113;2;1;9;0;1;5;56;3;5;3;0;7;1;5;2;2;2;1;8;0;0;;;0;1;0;1;0;29310426;705;845;0;;;;2
